Gene,Replicon,Annotation,PWN_freq,PWN_prop,PWC_freq,PWC_prop
opuCB_1,tI,Glycine betaine/carnitine/choline transport system permease protein OpuCB,35,1,35,1
hbpA,tI,Heme-binding protein A,35,1,35,1
group_2707,tI,Hydroxycinnamoyl-CoA hydratase-lyase,35,1,35,1
vdh_1,tI,Vanillin dehydrogenase,35,1,35,1
lldR,tI,Putative L-lactate dehydrogenase operon regulatory protein,35,1,35,1
treZ,tI,Malto-oligosyltrehalose trehalohydrolase,35,1,35,1
fabG_1,tI,3-oxoacyl-[acyl-carrier-protein] reductase FabG,35,1,35,1
noc,tI,Nucleoid occlusion protein,35,1,35,1
lptB_2,tI,Lipopolysaccharide export system ATP-binding protein LptB,35,1,35,1
putA,tI,Bifunctional protein PutA,35,1,35,1
glgB,tI,"1,4-alpha-glucan branching enzyme GlgB",35,1,35,1
ilvG,tI,Acetolactate synthase isozyme 2 large subunit,35,1,35,1
bauA,tI,Beta-alanine--pyruvate aminotransferase,35,1,35,1
hmuU,tI,Hemin transport system permease protein HmuU,35,1,35,1
iucD,tI,L-lysine N6-monooxygenase,35,1,35,1
yjhH,tI,putative 2-dehydro-3-deoxy-D-pentonate aldolase YjhH,35,1,35,1
gsiB_1,tI,Glutathione-binding protein GsiB,35,1,35,1
hyuE,tI,Hydantoin racemase,35,1,33,0.942857143
fghA,tI,S-formylglutathione hydrolase,35,1,35,1
genK,tI,Gentisate transporter,35,1,35,1
betI,tI,HTH-type transcriptional regulator BetI,35,1,33,0.942857143
glnP_1,tI,Glutamine transport system permease protein GlnP,35,1,35,1
appA_1,tI,Oligopeptide-binding protein AppA,35,1,35,1
group_2734,tI,putative acetyl-CoA acyltransferase,35,1,35,1
dauA_1,tI,C4-dicarboxylic acid transporter DauA,35,1,35,1
melA,tI,Alpha-galactosidase,35,1,35,1
lerI,tI,L-erythrulose-1-phosphate isomerase,35,1,35,1
todT,tI,Response regulator protein TodT,35,1,35,1
sfnF,tI,NADH-dependent FMN reductase SfnF,35,1,35,1
cysL,tI,HTH-type transcriptional regulator CysL,35,1,35,1
npcC,tI,"Hydroxyquinol 1,2-dioxygenase",35,1,35,1
menH_1,tI,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",35,1,35,1
glkA,tI,Glucokinase,35,1,35,1
gnl,tI,Gluconolactonase,35,1,35,1
alsE,tI,D-allulose-6-phosphate 3-epimerase,35,1,35,1
malT,tI,HTH-type transcriptional regulator MalT,35,1,33,0.942857143
lyx_1,tI,L-xylulose/3-keto-L-gulonate kinase,35,1,35,1
eryC,tI,D-erythrulose 1-phosphate 3-epimerase,35,1,35,1
glmS,tI,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],35,1,35,1
group_342,tI,Cyclic di-GMP phosphodiesterase,35,1,35,1
gabD_1,tI,Succinate-semialdehyde dehydrogenase [NADP(+)],35,1,35,1
budB,tI,"Acetolactate synthase, catabolic",35,1,35,1
tetC,tI,Transposon Tn10 TetC protein,35,1,35,1
lcfB,tI,Long-chain-fatty-acid--CoA ligase,35,1,35,1
mftE,tI,Putative mycofactocin system creatinine amidohydrolase family protein MftE,35,1,35,1
fzlA,tI,FtsZ-localized protein A,35,1,35,1
nsaD,tI,2-hydroxychromene-2-carboxylate isomerase,35,1,35,1
ydbM_1,tI,Putative acyl-CoA dehydrogenase YdbM,35,1,35,1
kdgR,tI,Transcriptional regulator KdgR,35,1,35,1
pal,tI,Peptidoglycan-associated lipoprotein,35,1,35,1
ttgR,tI,HTH-type transcriptional regulator TtgR,35,1,35,1
oiaX,tI,3-oxo-isoapionate-4-phosphate decarboxylase,35,1,35,1
dadA1,tI,D-amino acid dehydrogenase 1,35,1,35,1
rpsU,tI,30S ribosomal protein S21,35,1,34,0.971428571
group_43,tI,Long-chain-fatty-acid--CoA ligase FadD13,35,1,35,1
oppA,tI,Periplasmic oligopeptide-binding protein,35,1,35,1
ald,tI,3-succinoylsemialdehyde-pyridine dehydrogenase,35,1,35,1
tyrB,tI,Aromatic-amino-acid aminotransferase,35,1,35,1
ku_1,tI,Non-homologous end joining protein Ku,35,1,35,1
rhaR_3,tI,HTH-type transcriptional activator RhaR,35,1,35,1
xylB_2,tI,Aryl-alcohol dehydrogenase,35,1,35,1
calB,tI,Coniferyl aldehyde dehydrogenase,35,1,35,1
stcD,tI,putative N-methylproline demethylase,35,1,35,1
etfB,tI,Electron transfer flavoprotein subunit beta,35,1,35,1
etfA,tI,Electron transfer flavoprotein subunit alpha,35,1,35,1
hcr,tI,NADH oxidoreductase HCR,35,1,35,1
gcvA_2,tI,Glycine cleavage system transcriptional activator,35,1,35,1
rspA,tI,D-mannonate dehydratase,35,1,35,1
group_476,tI,D-galactonate dehydratase family member,35,1,35,1
dppA,tI,Periplasmic dipeptide transport protein,35,1,35,1
spuC_2,tI,Putrescine--pyruvate aminotransferase,35,1,35,1
ltnD,tI,L-threonate dehydrogenase,35,1,35,1
gabD_3,tI,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD,35,1,35,1
puuC_2,tI,NADP/NAD-dependent aldehyde dehydrogenase PuuC,35,1,35,1
apc3_2,tI,Acetophenone carboxylase gamma subunit,35,1,35,1
dauA_2,tI,FAD-dependent catabolic D-arginine dehydrogenase DauA,35,1,35,1
cpnA,tI,Cyclopentanol dehydrogenase,35,1,35,1
ccpA,tI,Catabolite control protein A,35,1,35,1
dadA_2,tI,D-amino acid dehydrogenase,35,1,35,1
ybhN,tI,Inner membrane protein YbhN,35,1,35,1
group_510,tI,Cardiolipin synthase,35,1,35,1
hsaA,tI,"Flavin-dependent monooxygenase, oxygenase subunit HsaA",35,1,35,1
baiA,tI,3-alpha-hydroxycholanate dehydrogenase (NADP(+)),35,1,35,1
yehZ,tI,Glycine betaine-binding protein YehZ,35,1,35,1
opuCB_2,tI,Carnitine transport permease protein OpuCB,35,1,35,1
osmV,tI,Osmoprotectant import ATP-binding protein OsmV,35,1,35,1
cnbA,tI,Chloronitrobenzene nitroreductase,35,1,35,1
ydiK_2,tI,Putative transport protein YdiK,35,1,35,1
group_526,tI,Inorganic triphosphatase,35,1,35,1
group_54,tI,putative FAD-linked oxidoreductase,35,1,35,1
group_55,tI,Putative 2-hydroxyacid dehydrogenase,35,1,35,1
idnD,tI,L-idonate 5-dehydrogenase (NAD(P)(+)),35,1,35,1
slyA,tI,Transcriptional regulator SlyA,35,1,35,1
otnI,tI,2-oxo-tetronate isomerase,35,1,35,1
malQ,tI,4-alpha-glucanotransferase,35,1,35,1
carA,tI,Caffeate CoA-transferase,35,1,35,1
sbnB,tI,N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase,35,1,35,1
yhfT,tI,putative acyl--CoA ligase YhfT,35,1,35,1
oiaK,tI,3-oxo-isoapionate kinase,35,1,35,1
glgE,tI,"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase",35,1,35,1
fitB,tI,Toxin FitB,34,0.971428571,31,0.885714286
group_113,tI,Blue-light-activated protein,34,0.971428571,35,1
yybR,tI,putative HTH-type transcriptional regulator YybR,34,0.971428571,31,0.885714286
maiA,tI,Maleate isomerase,34,0.971428571,35,1
nicA,tI,Nicotinate dehydrogenase subunit A,34,0.971428571,35,1
IMPDH,tI,Inosine-5'-monophosphate dehydrogenase,34,0.971428571,35,1
nicX,tI,"2,5-dihydroxypyridine 5,6-dioxygenase",34,0.971428571,35,1
nicF,tI,Maleamate amidohydrolase,34,0.971428571,35,1
nicD,tI,N-formylmaleamate deformylase,34,0.971428571,35,1
nicC,tI,6-hydroxynicotinate 3-monooxygenase,34,0.971428571,35,1
nicB,tI,Nicotinate dehydrogenase subunit B,34,0.971428571,35,1
treF,tI,Cytoplasmic trehalase,34,0.971428571,35,1
nicR_2,tI,HTH-type transcriptional repressor NicR,34,0.971428571,35,1
bglB,tI,Thermostable beta-glucosidase B,34,0.971428571,35,1
glmU,tI,Bifunctional protein GlmU,34,0.971428571,35,1
arcA,tI,Arginine deiminase,34,0.971428571,33,0.942857143
arcB,tI,"Ornithine carbamoyltransferase, catabolic",34,0.971428571,33,0.942857143
arcC2,tI,Carbamate kinase 2,34,0.971428571,33,0.942857143
adiC,tI,Arginine/agmatine antiporter,34,0.971428571,33,0.942857143
ldcC,tI,Constitutive lysine decarboxylase,34,0.971428571,33,0.942857143
speF,tI,Inducible ornithine decarboxylase,34,0.971428571,33,0.942857143
potE,tI,Putrescine transporter PotE,34,0.971428571,33,0.942857143
gltI,tI,Glutamate/aspartate import solute-binding protein,34,0.971428571,33,0.942857143
group_5,tI,IS6 family transposase ISPko6,33,0.942857143,32,0.914285714
fixJ,tI,Transcriptional regulatory protein FixJ,33,0.942857143,35,1
cysA,tI,Sulfate/thiosulfate import ATP-binding protein CysA,31,0.885714286,33,0.942857143
group_339,tI,"Methionine aminopeptidase 1, mitochondrial",31,0.885714286,33,0.942857143
mltF,tI,Membrane-bound lytic murein transglycosylase F,31,0.885714286,33,0.942857143
group_135,tI,Blue-light-activated histidine kinase,30,0.857142857,32,0.914285714
pgrR_5,tI,HTH-type transcriptional regulator PgrR,30,0.857142857,33,0.942857143
thiG,tI,Thiazole synthase,30,0.857142857,33,0.942857143
yhdN,tI,Aldo-keto reductase YhdN,30,0.857142857,33,0.942857143
glpD,tI,Aerobic glycerol-3-phosphate dehydrogenase,30,0.857142857,33,0.942857143
lsrF,tI,"3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase",30,0.857142857,33,0.942857143
rbsK_2,tI,Ribokinase,30,0.857142857,33,0.942857143
ybjJ,tI,Inner membrane protein YbjJ,30,0.857142857,33,0.942857143
alr,tI,Alanine racemase,30,0.857142857,33,0.942857143
hspA,tI,Spore protein SP21,30,0.857142857,32,0.914285714
thiC,tI,Phosphomethylpyrimidine synthase,30,0.857142857,33,0.942857143
thiE,tI,Thiamine-phosphate synthase,30,0.857142857,33,0.942857143
dddP,tI,Dimethlysulfonioproprionate lyase DddP,30,0.857142857,33,0.942857143
ibpA,tI,Small heat shock protein IbpA,30,0.857142857,32,0.914285714
ligD_2,tI,Multifunctional non-homologous end joining protein LigD,30,0.857142857,35,1
proV,tI,Glycine betaine/proline betaine transport system ATP-binding protein ProV,30,0.857142857,33,0.942857143
opuAB_1,tI,Glycine betaine transport system permease protein OpuAB,30,0.857142857,33,0.942857143
group_911,tI,4-hydroxyproline 2-epimerase 2,30,0.857142857,33,0.942857143
group_912,tI,putative oxidoreductase,30,0.857142857,33,0.942857143
nepI_3,tI,Purine ribonucleoside efflux pump NepI,30,0.857142857,33,0.942857143
hadL,tI,(S)-2-haloacid dehalogenase,30,0.857142857,33,0.942857143
lsrR,tI,Transcriptional regulator LsrR,30,0.857142857,33,0.942857143
alkJ,tI,Alcohol dehydrogenase [acceptor],30,0.857142857,33,0.942857143
fucU_1,tI,L-fucose mutarotase,30,0.857142857,33,0.942857143
apsI,tI,D-apiose isomerase,30,0.857142857,33,0.942857143
araG,tI,Arabinose import ATP-binding protein AraG,30,0.857142857,33,0.942857143
rpiR,tI,HTH-type transcriptional regulator RpiR,30,0.857142857,33,0.942857143
sspA,tI,Stringent starvation protein A,29,0.828571429,28,0.8
lnrK,tI,Transcriptional regulatory protein LnrK,29,0.828571429,33,0.942857143
rssB,tI,Regulator of RpoS,29,0.828571429,33,0.942857143
ipdC,tI,Indole-3-pyruvate decarboxylase,29,0.828571429,33,0.942857143
rebD,tI,Dichlorochromopyrrolate synthase,29,0.828571429,33,0.942857143
fdhL,tI,Fructose dehydrogenase large subunit,29,0.828571429,33,0.942857143
group_832,tI,Antitoxin VapB32,29,0.828571429,24,0.685714286
oxyS,tI,12-dehydrotetracycline 5-monooxygenase/anhydrotetracycline 6-monooxygenase,27,0.771428571,33,0.942857143
cefD,tI,Isopenicillin N epimerase,27,0.771428571,33,0.942857143
abo,tI,4-methylaminobutanoate oxidase (formaldehyde-forming),27,0.771428571,33,0.942857143
nfdA_2,tI,N-substituted formamide deformylase,26,0.742857143,29,0.828571429
bdcA,tI,Cyclic-di-GMP-binding biofilm dispersal mediator protein,26,0.742857143,29,0.828571429
fgd,tI,F420-dependent glucose-6-phosphate dehydrogenase,26,0.742857143,29,0.828571429
adh1,tI,Long-chain-alcohol dehydrogenase 1,26,0.742857143,32,0.914285714
dmlR_1,tI,HTH-type transcriptional regulator DmlR,26,0.742857143,29,0.828571429
group_641,tI,IS30 family transposase ISRle2,25,0.714285714,18,0.514285714
rhmA,tI,2-keto-3-deoxy-L-rhamnonate aldolase,24,0.685714286,29,0.828571429
gpsA2,tI,putative glycerol-3-phosphate dehydrogenase 2 [NAD(P)+],24,0.685714286,26,0.742857143
aatA,tI,Aspartate/prephenate aminotransferase,24,0.685714286,29,0.828571429
mhqO,tI,Putative ring-cleaving dioxygenase MhqO,24,0.685714286,16,0.457142857
rsgA,tI,Small ribosomal subunit biogenesis GTPase RsgA,24,0.685714286,22,0.628571429
group_650,tI,putative GMC-type oxidoreductase,24,0.685714286,16,0.457142857
ohrR,tI,Organic hydroperoxide resistance transcriptional regulator,24,0.685714286,16,0.457142857
ucpA,tI,Oxidoreductase UcpA,24,0.685714286,16,0.457142857
argP,tI,HTH-type transcriptional regulator ArgP,24,0.685714286,29,0.828571429
apc4,tI,Acetophenone carboxylase delta subunit,24,0.685714286,29,0.828571429
entS,tI,Enterobactin exporter EntS,24,0.685714286,16,0.457142857
group_804,tI,putative hydrolase YcaC,24,0.685714286,16,0.457142857
xylB_1,tI,Xylulose kinase,24,0.685714286,26,0.742857143
deoR,tI,Deoxyribonucleoside regulator,24,0.685714286,26,0.742857143
hcaB,tI,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,24,0.685714286,26,0.742857143
dauP,tI,Rhodomycin D methylesterase DauP,23,0.657142857,25,0.714285714
aptB,tI,Apulose-4-phosphate transketolase subunit B,22,0.628571429,18,0.514285714
aptA,tI,Apulose-4-phosphate transketolase subunit A,22,0.628571429,18,0.514285714
dctM,tI,C4-dicarboxylate TRAP transporter large permease protein DctM,22,0.628571429,18,0.514285714
ntaA_1,tI,Nitrilotriacetate monooxygenase component A,21,0.6,20,0.571428571
glpE,tI,Thiosulfate sulfurtransferase GlpE,21,0.6,20,0.571428571
sfnG,tI,FMNH(2)-dependent dimethylsulfone monooxygenase,21,0.6,20,0.571428571
dppC,tI,Dipeptide transport system permease protein DppC,21,0.6,20,0.571428571
yajO,tI,1-deoxyxylulose-5-phosphate synthase YajO,21,0.6,20,0.571428571
sfnC_1,tI,putative FMNH2-dependent monooxygenase SfnC,21,0.6,20,0.571428571
msuD,tI,Methanesulfonate monooxygenase,21,0.6,20,0.571428571
nfrA1,tI,FMN reductase (NADPH),21,0.6,20,0.571428571
group_198,tI,putative aminotransferase,21,0.6,28,0.8
yiaV,tI,Inner membrane protein YiaV,21,0.6,25,0.714285714
soxB,tI,2'-hydroxybiphenyl-2-sulfinate desulfinase,21,0.6,20,0.571428571
glnH,tI,Glutamine-binding periplasmic protein,21,0.6,28,0.8
murR,tI,HTH-type transcriptional regulator MurR,21,0.6,28,0.8
traC,tI,DNA primase TraC,20,0.571428571,14,0.4
ssuB_1,tI,Aliphatic sulfonates import ATP-binding protein SsuB,20,0.571428571,22,0.628571429
group_674,tI,tRNA-Gly(tcc),20,0.571428571,21,0.6
limA,tI,"Limonene-1,2-epoxide hydrolase",20,0.571428571,14,0.4
group_815,tI,Cobalt-containing nitrile hydratase subunit alpha,20,0.571428571,14,0.4
group_816,tI,Low-molecular weight cobalt-containing nitrile hydratase subunit beta,20,0.571428571,14,0.4
yjiA_1,tI,P-loop guanosine triphosphatase YjiA,20,0.571428571,14,0.4
curA,tI,NADPH-dependent curcumin reductase,19,0.542857143,18,0.514285714
virB9,tI,Type IV secretion system protein virB9,19,0.542857143,11,0.314285714
group_223,tI,Type IV secretion system protein VirB11,19,0.542857143,11,0.314285714
virB6,tI,Type IV secretion system protein VirB6,19,0.542857143,11,0.314285714
parD4,tI,Antitoxin ParD4,19,0.542857143,14,0.4
virB3,tI,Type IV secretion system protein virB3,19,0.542857143,11,0.314285714
group_61,tI,Type IV secretion system protein virB10,19,0.542857143,11,0.314285714
virB4,tI,Type IV secretion system protein virB4,19,0.542857143,11,0.314285714
virB5,tI,Type IV secretion system protein virB5,19,0.542857143,11,0.314285714
virB8,tI,Type IV secretion system protein virB8,19,0.542857143,11,0.314285714
group_796,tI,Putative hydrolase/MSMEI_3903,19,0.542857143,14,0.4
arcB_1,tI,Delta(1)-pyrroline-2-carboxylate reductase,18,0.514285714,21,0.6
vldW,tI,Validamycin A dioxygenase,18,0.514285714,18,0.514285714
group_947,tI,D-arabitol-phosphate dehydrogenase,18,0.514285714,21,0.6
glnM,tI,putative glutamine ABC transporter permease protein GlnM,18,0.514285714,21,0.6
doeA,tI,Ectoine hydrolase,18,0.514285714,21,0.6
doeB,tI,"N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase",18,0.514285714,21,0.6
perR,tI,HTH-type transcriptional regulator PerR,17,0.485714286,16,0.457142857
group_1001,tI,Solute-binding protein,17,0.485714286,16,0.457142857
vapC,tI,tRNA(fMet)-specific endonuclease VapC,17,0.485714286,16,0.457142857
amiC_1,tI,Aliphatic amidase expression-regulating protein,17,0.485714286,20,0.571428571
amiF,tI,Formamidase,17,0.485714286,20,0.571428571
amiR,tI,Aliphatic amidase regulator,17,0.485714286,20,0.571428571
group_286,tI,Isatin hydrolase,16,0.457142857,15,0.428571429
lvr_1,tI,Levodione reductase,16,0.457142857,13,0.371428571
group_399,tI,3-sulfolactaldehyde reductase,16,0.457142857,13,0.371428571
ped_1,tI,(S)-1-Phenylethanol dehydrogenase,16,0.457142857,13,0.371428571
bphF,tI,4-hydroxy-2-oxovalerate aldolase,16,0.457142857,13,0.371428571
catM,tI,HTH-type transcriptional regulator CatM,16,0.457142857,13,0.371428571
araE,tI,Alpha-ketoglutaric semialdehyde dehydrogenase 1,16,0.457142857,13,0.371428571
linC,tI,"2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase",16,0.457142857,13,0.371428571
tgnC,tI,(Z)-2-((N-methylformamido)methylene)-5-hydroxybutyrolactone dehydrogenase,16,0.457142857,13,0.371428571
group_413,tI,3-oxoacyl-[acyl-carrier-protein] reductase,16,0.457142857,13,0.371428571
ifcA,tI,Fumarate reductase flavoprotein subunit,16,0.457142857,13,0.371428571
group_415,tI,Ferredoxin--NADP reductase,16,0.457142857,13,0.371428571
trpI,tI,HTH-type transcriptional regulator TrpI,16,0.457142857,15,0.428571429
oiaT,tI,3-oxo-isoapionate-4-phosphate transcarboxylase/hydrolase,16,0.457142857,15,0.428571429
kdgT,tI,2-keto-3-deoxygluconate permease,16,0.457142857,15,0.428571429
xylG,tI,Xylose import ATP-binding protein XylG,16,0.457142857,15,0.428571429
xylH,tI,Xylose transport system permease protein XylH,16,0.457142857,15,0.428571429
xylF,tI,D-xylose-binding periplasmic protein,16,0.457142857,15,0.428571429
group_99,tI,IS5 family transposase ISHph1,16,0.457142857,11,0.314285714
kce,tI,3-keto-5-aminohexanoate cleavage enzyme,15,0.428571429,16,0.457142857
rhtB,tI,Homoserine/homoserine lactone efflux protein,15,0.428571429,21,0.6
dnaE2,tI,Error-prone DNA polymerase,14,0.4,9,0.257142857
phoB,tI,Phosphate regulon transcriptional regulatory protein PhoB,14,0.4,6,0.171428571
imuB,tI,Protein ImuB,13,0.371428571,6,0.171428571
group_806,tI,IS66 family transposase IS66,13,0.371428571,7,0.2
dnaJ,tI,Chaperone protein DnaJ,13,0.371428571,15,0.428571429
yiaW,tI,Inner membrane protein YiaW,12,0.342857143,13,0.371428571
aam,tI,Acylamidase,12,0.342857143,8,0.228571429
group_394,tI,Mono(2-hydroxyethyl) terephthalate hydrolase,12,0.342857143,8,0.228571429
davD,tI,Glutarate-semialdehyde dehydrogenase,12,0.342857143,8,0.228571429
cynR,tI,HTH-type transcriptional regulator CynR,12,0.342857143,8,0.228571429
paoC_1,tI,Aldehyde oxidoreductase molybdenum-binding subunit PaoC,12,0.342857143,8,0.228571429
paoB_1,tI,Aldehyde oxidoreductase FAD-binding subunit PaoB,12,0.342857143,8,0.228571429
group_720,tI,putative oxidoreductase/MSMEI_2347,12,0.342857143,8,0.228571429
bacC,tI,Dihydroanticapsin 7-dehydrogenase,12,0.342857143,8,0.228571429
paoA,tI,Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA,12,0.342857143,8,0.228571429
paoD,tI,Molybdenum cofactor insertion chaperone PaoD,12,0.342857143,8,0.228571429
moaA,tI,"GTP 3',8-cyclase",12,0.342857143,8,0.228571429
iorA,tI,Isoquinoline 1-oxidoreductase subunit alpha,12,0.342857143,8,0.228571429
iorB,tI,Isoquinoline 1-oxidoreductase subunit beta,12,0.342857143,8,0.228571429
adhB,tI,"Alcohol dehydrogenase (quinone), cytochrome c subunit",12,0.342857143,8,0.228571429
yliI,tI,Aldose sugar dehydrogenase YliI,12,0.342857143,8,0.228571429
yfcJ,tI,putative MFS-type transporter YfcJ,12,0.342857143,8,0.228571429
group_755,tI,Sulfoquinovose 1-dehydrogenase,12,0.342857143,8,0.228571429
group_758,tI,Alcohol dehydrogenase,12,0.342857143,8,0.228571429
pntA,tI,NAD(P) transhydrogenase subunit alpha,12,0.342857143,8,0.228571429
pntB,tI,NAD(P) transhydrogenase subunit beta,12,0.342857143,8,0.228571429
tsaR,tI,HTH-type transcriptional regulator TsaR,12,0.342857143,8,0.228571429
yisK,tI,putative protein YisK,12,0.342857143,8,0.228571429
farB,tI,Fatty acid resistance protein FarB,12,0.342857143,8,0.228571429
emrA,tI,Colistin resistance protein EmrA,12,0.342857143,8,0.228571429
hcaR,tI,Hca operon transcriptional activator HcaR,12,0.342857143,8,0.228571429
idnO,tI,5-keto-D-gluconate 5-reductase,12,0.342857143,8,0.228571429
garR,tI,2-hydroxy-3-oxopropionate reductase,12,0.342857143,8,0.228571429
alsB,tI,D-allose-binding periplasmic protein,12,0.342857143,8,0.228571429
group_791,tI,putative zinc-binding alcohol dehydrogenase,12,0.342857143,8,0.228571429
group_836,tI,8-oxoguanine deaminase,12,0.342857143,8,0.228571429
hpyO,tI,FAD-dependent urate hydroxylase,12,0.342857143,8,0.228571429
potD,tI,Spermidine/putrescine-binding periplasmic protein,12,0.342857143,8,0.228571429
pcpR,tI,PCP degradation transcriptional activation protein,12,0.342857143,8,0.228571429
pxpA,tI,5-oxoprolinase subunit A,12,0.342857143,8,0.228571429
accB,tI,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,12,0.342857143,8,0.228571429
accC,tI,Biotin carboxylase,12,0.342857143,8,0.228571429
pxpB,tI,5-oxoprolinase subunit B,12,0.342857143,8,0.228571429
pxpC,tI,5-oxoprolinase subunit C,12,0.342857143,8,0.228571429
